id,name_id,full_name,first_name,middle_name,last_name,gender,party_id,party_name,abbrv,office,b ,ward_pr_order,researcher ,note_fb,fb_url,note_ig,instagram_url,note_tw,twitter_url,note_tk,tiktok_url,note_yt,YouTube_url,note_li,LinkedIn_url,note_web,website,note_wiki,wikipedia_url,note_wa,wa_numbers,note_te,telegram,notes
pers_43523,naledi_palesa_molefe,NALEDI PALESA MOLEFE,NALEDI,PALESA,MOLEFE,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,96,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43524,amogelang_agnes_modiselle,AMOGELANG AGNES MODISELLE,AMOGELANG,AGNES,MODISELLE,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,97,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43525,fani_emmanuel_jaca,FANI EMMANUEL JACA,FANI,EMMANUEL,JACA,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,98,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43526,mpho_joyce_thako,MPHO JOYCE THAKO,MPHO,JOYCE,THAKO,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,99,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43527,modimooratile_modiselle,MODIMO-ORATILE MODISELLE,MODIMO-ORATILE,,MODISELLE,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,100,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43528,nokwazi_tshabalala,NOKWAZI TSHABALALA,NOKWAZI,,TSHABALALA,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,101,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43529,christine_lungile_pulane_thobatsi,CHRISTINE LUNGILE PULANE THOBATSI,CHRISTINE,LUNGILE PULANE,THOBATSI,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,102,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43530,dipuo_inocentia_mafomekoane,DIPUO INOCENTIA MAFOMEKOANE,DIPUO,INOCENTIA,MAFOMEKOANE,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,103,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43531,mandisa_nqweniso,MANDISA NQWENISO,MANDISA,,NQWENISO,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,104,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43532,rudzani_rambanduli,RUDZANI RAMBANDULI,RUDZANI,,RAMBANDULI,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,105,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43533,nombulelo_leonah_salome_mngomezulu,NOMBULELO LEONAH SALOME MNGOMEZULU,NOMBULELO,LEONAH SALOME,MNGOMEZULU,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,106,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43534,mpho_nemukula,MPHO NEMUKULA,MPHO,,NEMUKULA,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,107,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43535,leah_ramailane,LEAH RAMAILANE,LEAH,,RAMAILANE,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,108,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43536,ayanda_cedrick_mkhwanazi,AYANDA CEDRICK MKHWANAZI,AYANDA,CEDRICK,MKHWANAZI,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,109,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43537,lungile_welcome_ndaba,LUNGILE WELCOME NDABA,LUNGILE,WELCOME,NDABA,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,110,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43538,sakhile_christopher_zulu,SAKHILE CHRISTOPHER ZULU,SAKHILE,CHRISTOPHER,ZULU,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,111,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43539,nondwe_mandisa_buthelezi,NONDWE MANDISA BUTHELEZI,NONDWE,MANDISA,BUTHELEZI,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,112,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43540,priscilla_nomthandazo_magubane,PRISCILLA NOMTHANDAZO MAGUBANE,PRISCILLA,NOMTHANDAZO,MAGUBANE,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,113,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43541,george_rapudi_mabe,GEORGE RAPUDI MABE,GEORGE,RAPUDI,MABE,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,114,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43542,duduzile_precious_mthimkulu,DUDUZILE PRECIOUS MTHIMKULU,DUDUZILE,PRECIOUS,MTHIMKULU,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,115,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43543,oupa_stephen_mogoai,OUPA STEPHEN MOGOAI,OUPA,STEPHEN,MOGOAI,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,116,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43544,azwidohwi_emmanuel_tshilande,AZWIDOHWI EMMANUEL TSHILANDE,AZWIDOHWI,EMMANUEL,TSHILANDE,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,117,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43545,sikhumbuzo_david_masiza,SIKHUMBUZO DAVID MASIZA,SIKHUMBUZO,DAVID,MASIZA,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,118,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43546,victor_gwama,VICTOR GWAMA,VICTOR,,GWAMA,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,119,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43547,mmatsheko_zelda_maake,MMATSHEKO ZELDA MAAKE,MMATSHEKO,ZELDA,MAAKE,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,120,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43548,winnie_rathobela,WINNIE RATHOBELA,WINNIE,,RATHOBELA,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,121,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43549,martha_hlongwane,MARTHA HLONGWANE,MARTHA,,HLONGWANE,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,122,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43550,njabulo_monty_nqubuka,NJABULO MONTY NQUBUKA,NJABULO,MONTY,NQUBUKA,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,123,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43551,siyabonga_tshabalala,SIYABONGA TSHABALALA,SIYABONGA,,TSHABALALA,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,124,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43552,winnie_precious_ngobeni,WINNIE PRECIOUS NGOBENI,WINNIE,PRECIOUS,NGOBENI,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,125,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43553,moeketsi_mogase,MOEKETSI MOGASE,MOEKETSI,,MOGASE,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,126,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43554,itumeleng_arnold_morake,ITUMELENG ARNOLD MORAKE,ITUMELENG,ARNOLD,MORAKE,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,127,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43555,bongani_godfrey_sithole,BONGANI GODFREY SITHOLE,BONGANI,GODFREY,SITHOLE,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,128,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43556,tebogo_ivan_kubu,TEBOGO IVAN KUBU,TEBOGO,IVAN,KUBU,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,129,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43557,mapheta_queeneth_nkwala,MAPHETA QUEENETH NKWALA,MAPHETA,QUEENETH,NKWALA,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,130,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43558,john_selotlego_moremong,JOHN SELOTLEGO MOREMONG,JOHN,SELOTLEGO,MOREMONG,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,131,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43559,kokodi_martha_peele,KOKODI MARTHA PEELE,KOKODI,MARTHA,PEELE,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,132,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43560,tebogo_miriam_ndhlovu,TEBOGO MIRIAM NDHLOVU,TEBOGO,MIRIAM,NDHLOVU,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,133,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43561,floyd_mthobi_mahlangu,FLOYD MTHOBI MAHLANGU,FLOYD,MTHOBI,MAHLANGU,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,134,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43562,dimakatso_yvonne_mafomekoane,DIMAKATSO YVONNE MAFOMEKOANE,DIMAKATSO,YVONNE,MAFOMEKOANE,,pty_408,People Of Joburg,POJ,Metro Ward Candidate,JHB - City of Johannesburg,135,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43563,phakamile_petrus_mgobhozi,PHAKAMILE PETRUS MGOBHOZI,PHAKAMILE,PETRUS,MGOBHOZI,,pty_408,People Of Joburg,POJ,Metro PR Candidate,JHB - City of Johannesburg,79800004,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43564,piet_kin_morgan,PIET KIN MORGAN,PIET,KIN,MORGAN,,pty_408,People Of Joburg,POJ,Metro PR Candidate,JHB - City of Johannesburg,79800005,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43565,patrick_madubedube,PATRICK MADUBEDUBE,PATRICK,,MADUBEDUBE,,pty_408,People Of Joburg,POJ,Metro PR Candidate,JHB - City of Johannesburg,79800006,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43566,labios_ncube,LABIOS NCUBE,LABIOS,,NCUBE,,pty_408,People Of Joburg,POJ,Metro PR Candidate,JHB - City of Johannesburg,79800007,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43567,thabiso_raymond_motsoane,THABISO RAYMOND MOTSOANE,THABISO,RAYMOND,MOTSOANE,,pty_408,People Of Joburg,POJ,Metro PR Candidate,JHB - City of Johannesburg,79800008,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43568,kwena_samuel_modisha,KWENA SAMUEL MODISHA,KWENA,SAMUEL,MODISHA,,pty_408,People Of Joburg,POJ,Metro PR Candidate,JHB - City of Johannesburg,79800064,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43569,lebogang_pamela_mpshe,LEBOGANG PAMELA MPSHE,LEBOGANG,PAMELA,MPSHE,,pty_408,People Of Joburg,POJ,Metro PR Candidate,JHB - City of Johannesburg,79800098,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43570,mongezi_joseph_molaoa,MONGEZI JOSEPH MOLAOA,MONGEZI,JOSEPH,MOLAOA,,pty_408,People Of Joburg,POJ,Metro PR Candidate,JHB - City of Johannesburg,79800099,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43571,nkosikhona_johannes_khumalo,NKOSIKHONA JOHANNES KHUMALO,NKOSIKHONA,JOHANNES,KHUMALO,,pty_408,People Of Joburg,POJ,Metro PR Candidate,JHB - City of Johannesburg,79800116,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43572,lindiwe_prudence_kumalo,LINDIWE PRUDENCE KUMALO,LINDIWE,PRUDENCE,KUMALO,,pty_408,People Of Joburg,POJ,Metro PR Candidate,JHB - City of Johannesburg,79800117,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43573,sifiso_kendly_madliwa,SIFISO KENDLY MADLIWA,SIFISO,KENDLY,MADLIWA,,pty_408,People Of Joburg,POJ,Metro PR Candidate,JHB - City of Johannesburg,79800118,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43574,gift_bongani_mlotywa,GIFT BONGANI MLOTYWA,GIFT,BONGANI,MLOTYWA,,pty_408,People Of Joburg,POJ,Metro PR Candidate,JHB - City of Johannesburg,79800119,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43575,xoliswa_martha_madliwa,XOLISWA MARTHA MADLIWA,XOLISWA,MARTHA,MADLIWA,,pty_408,People Of Joburg,POJ,Metro PR Candidate,JHB - City of Johannesburg,79800120,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43576,zanele_gxothwa,ZANELE GXOTHWA,ZANELE,,GXOTHWA,,pty_408,People Of Joburg,POJ,Metro PR Candidate,JHB - City of Johannesburg,79800122,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43577,queen_nomakhosi_gxotwa,QUEEN NOMAKHOSI GXOTWA,QUEEN,NOMAKHOSI,GXOTWA,,pty_408,People Of Joburg,POJ,Metro PR Candidate,JHB - City of Johannesburg,79800123,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43578,charles_gwala,CHARLES GWALA,CHARLES,,GWALA,,pty_408,People Of Joburg,POJ,Metro PR Candidate,JHB - City of Johannesburg,79800124,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43579,sivuse_khazi,SIVUSE KHAZI,SIVUSE,,KHAZI,,pty_408,People Of Joburg,POJ,Metro PR Candidate,JHB - City of Johannesburg,79800125,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43580,patrick_bongikosi_moore,PATRICK BONGIKOSI MOORE,PATRICK,BONGIKOSI,MOORE,,pty_408,People Of Joburg,POJ,Metro PR Candidate,JHB - City of Johannesburg,79800126,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43581,mziayifani_johnstone_mkholongo,MZIAYIFANI JOHNSTONE MKHOLONGO,MZIAYIFANI,JOHNSTONE,MKHOLONGO,,pty_408,People Of Joburg,POJ,Metro PR Candidate,JHB - City of Johannesburg,79800127,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43582,norman_zola_gqoma,NORMAN ZOLA GQOMA,NORMAN,ZOLA,GQOMA,,pty_408,People Of Joburg,POJ,Metro PR Candidate,JHB - City of Johannesburg,79800128,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43583,keitumetse_mothowagae,KEITUMETSE MOTHOWAGAE,KEITUMETSE,,MOTHOWAGAE,,pty_408,People Of Joburg,POJ,Metro PR Candidate,JHB - City of Johannesburg,79800130,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43584,khumo_helga_mothowagae,KHUMO HELGA MOTHOWAGAE,KHUMO,HELGA,MOTHOWAGAE,,pty_408,People Of Joburg,POJ,Metro PR Candidate,JHB - City of Johannesburg,79800131,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43585,mninawe_ronald_xanti,MNINAWE RONALD XANTI,MNINAWE,RONALD,XANTI,,pty_408,People Of Joburg,POJ,Metro PR Candidate,JHB - City of Johannesburg,79800133,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43586,themba_anthony_maphango,THEMBA ANTHONY MAPHANGO,THEMBA,ANTHONY,MAPHANGO,,pty_408,People Of Joburg,POJ,Metro PR Candidate,JHB - City of Johannesburg,79800134,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43587,christopher_vuyo_madwaleni,CHRISTOPHER VUYO MADWALENI,CHRISTOPHER,VUYO,MADWALENI,,pty_408,People Of Joburg,POJ,Metro PR Candidate,JHB - City of Johannesburg,79800135,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43588,marvin_patrick_makamu,MARVIN PATRICK MAKAMU,MARVIN,PATRICK,MAKAMU,,pty_407,People'S Consent Party,PCP,Metro Ward Candidate,JHB - City of Johannesburg,1,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43589,curt_clive_van_heerden,CURT CLIVE VAN HEERDEN,CURT,CLIVE VAN,HEERDEN,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,1,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43590,althea_estra_cluff,ALTHEA ESTRA CLUFF,ALTHEA,ESTRA,CLUFF,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,2,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43591,susan_jacobs,SUSAN JACOBS,SUSAN,,JACOBS,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,3,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43592,sizakele_sandra_seheri,SIZAKELE SANDRA SEHERI,SIZAKELE,SANDRA,SEHERI,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,4,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43593,lori_giselle_richards,LORI GISELLE RICHARDS,LORI,GISELLE,RICHARDS,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,5,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43594,shquill_tristan_kasan,SHÀQUILL TRISTAN KASAN,SHÀQUILL,TRISTAN,KASAN,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,6,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43595,thabiso_hendrik_majoe,THABISO HENDRIK MAJOE,THABISO,HENDRIK,MAJOE,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,7,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43596,carmen_natasha_margro,CARMEN NATASHA MARGRO,CARMEN,NATASHA,MARGRO,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,8,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43597,zaahir_gabru,ZAAHIR GABRU,ZAAHIR,,GABRU,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,9,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43598,fabian_watson,FABIAN WATSON,FABIAN,,WATSON,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,10,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43599,vusi_jacob_malevu,VUSI JACOB MALEVU,VUSI,JACOB,MALEVU,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,11,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43600,gloria_kabai,GLORIA KABAI,GLORIA,,KABAI,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,12,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43601,sueellen_preshmeralga_gertandra_roberts,SUE-ELLEN PRESHMERALGA GERTANDRA ROBERTS,SUE-ELLEN,PRESHMERALGA GERTANDRA,ROBERTS,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,13,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43602,albert_oberholzer,ALBERT OBERHOLZER,ALBERT,,OBERHOLZER,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,14,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43603,lerato_josephine_mafoko,LERATO JOSEPHINE MAFOKO,LERATO,JOSEPHINE,MAFOKO,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,15,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43604,natalie_arlene_solomons,NATALIE ARLENE SOLOMONS,NATALIE,ARLENE,SOLOMONS,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,16,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43605,oriel_chrisant_wentzel,ORIEL CHRISANTÉ WENTZEL,ORIEL,CHRISANTÉ,WENTZEL,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,17,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43606,junior_nkosinathi_malinga,JUNIOR NKOSINATHI MALINGA,JUNIOR,NKOSINATHI,MALINGA,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,18,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43607,charlayn_richards,CHARL-AYN RICHARDS,CHARL-AYN,,RICHARDS,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,19,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43608,khanita_oliver,KHANITA OLIVER,KHANITA,,OLIVER,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,20,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43609,sean_venter,SEAN VENTER,SEAN,,VENTER,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,21,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43610,patricia_matshidiso_monchusi,PATRICIA MATSHIDISO MONCHUSI,PATRICIA,MATSHIDISO,MONCHUSI,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,22,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43611,criselda_shirley_phidzaulima,CRISELDA SHIRLEY PHIDZAULIMA,CRISELDA,SHIRLEY,PHIDZAULIMA,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,23,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43612,shuping_lawrence_molelekoa,SHUPING LAWRENCE MOLELEKOA,SHUPING,LAWRENCE,MOLELEKOA,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,24,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43613,halle_tracy_handwatch,HALLE TRACY HANDWATCH,HALLE,TRACY,HANDWATCH,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,25,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43614,nadia_ferial_montiere,NADIA FERIAL MONTIERE,NADIA,FERIAL,MONTIERE,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,26,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43615,linda_bennita_dickson,LINDA BENNITA DICKSON,LINDA,BENNITA,DICKSON,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,27,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43616,jane_marokane,JANE MAROKANE,JANE,,MAROKANE,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,28,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43617,michael_mfanfuthi_dhlamini,MICHAEL MFAN'FUTHI DHLAMINI,MICHAEL,MFAN'FUTHI,DHLAMINI,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,29,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43618,yusuf_joseph,YUSUF JOSEPH,YUSUF,,JOSEPH,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,30,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43619,voneigh_vanach_lana_julius,VONEIGH VANACHÉ LANA JULIUS,VONEIGH,VANACHÉ LANA,JULIUS,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,31,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43620,ashley_jos_lesabeer,ASHLEY JOSÉ LESABEER,ASHLEY,JOSÉ,LESABEER,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,32,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43621,adeline_ren_van_heerden,ADELINE RENÉ VAN HEERDEN,ADELINE,RENÉ VAN,HEERDEN,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,33,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43622,justine_debrah,JUSTINE DEBRAH,JUSTINE,,DEBRAH,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,34,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43623,melicia_peters,MELICIA PETERS,MELICIA,,PETERS,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,35,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43624,ofentse_mphela,OFENTSE MPHELA,OFENTSE,,MPHELA,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,36,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43625,noxolo_ntando,NOXOLO NTANDO,NOXOLO,,NTANDO,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,37,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43626,king_douglas_hobyani,KING DOUGLAS HOBYANI,KING,DOUGLAS,HOBYANI,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,38,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43627,daniel_morgan_webster,DANIEL MORGAN WEBSTER,DANIEL,MORGAN,WEBSTER,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,39,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
pers_43628,portia_mogatusi,PORTIA MOGATUSI,PORTIA,,MOGATUSI,,pty_407,People'S Movement For Change,PMC,Metro Ward Candidate,JHB - City of Johannesburg,40,Jack Kgwale,,,,,,,,,,,,,,,,,,,,,
